0,1.33,64236.62,103674,5445485,4816,8696.87,8603.62,93.25,0.0,2015
1,1.35,54876.98,67428,4463881,5833,9505.56,9408.07,97.49,0.0,2015
2,0.93,118220.22,7947,10914967,1305,8145.35,8042.21,103.14,0.0,2015
3,1.08,78992.15,11320,7197641,7258,5811.16,5677.4,133.76,0.0,2015
4,1.28,51039.6,94148,4383839,7578,6183.95,5986.26,197.69,0.0,2015
5,1.26,55979.78,118427,4806799,4361,6683.91,6556.47,127.44,0.0,2015
6,0.99,83453.76,136892,7367272,9326,8318.86,8196.81,122.05,0.0,2015
7,0.98,109428.33,70375,10181536,800,6829.22,6266.85,562.37,0.0,2015
8,1.02,99811.42,102215,8731557,8534,11388.36,11104.53,283.83,0.0,2015
9,1.07,74338.76,8424,6475744,1130,8625.92,8061.47,564.45,0.0,2015
10,1.12,84843.44,92486,7559585,11707,8205.66,7877.86,327.8,0.0,2015
11,1.28,64489.17,158203,5267792,10532,10123.9,9866.27,257.63,0.0,2015
12,1.31,61007.1,226832,4988067,10136,8756.75,8379.98,376.77,0.0,2015
13,0.99,106803.39,120488,9940921,15484,6034.46,5888.87,145.59,0.0,2015
14,1.33,69759.01,102803,5931312,1505,9267.36,8489.1,778.26,0.0,2015
15,1.28,76111.27,98573,6569686,1420,9286.68,8665.19,621.49,0.0,2015
16,1.11,99172.96,87945,9006262,24079,7990.1,7762.87,227.23,0.0,2015
17,1.07,105693.84,68901,9436267,33543,10306.73,10218.93,87.8,0.0,2015
18,1.34,79992.09,73316,6793379,44478,10880.36,10745.79,134.57,0.0,2015
19,1.33,80043.78,53965,6866601,3949,10443.22,10297.68,145.54,0.0,2015
20,1.12,111140.93,58463,10096146,36895,9225.89,9116.34,109.55,0.0,2015
21,1.45,75133.1,50994,6203506,74108,11847.02,11768.52,78.5,0.0,2015
22,1.11,106757.1,64875,9194905,96661,13192.69,13061.53,131.16,0.0,2015
23,1.26,96617.0,10421,820494,223802,11287.48,11103.49,183.99,0.0,2015
24,1.05,124055.31,67225,9469352,425764,24431.9,24290.08,108.49,33.33,2015
25,1.35,109252.12,86945,7260055,588316,29898.96,29663.19,235.77,0.0,2015
26,1.37,89534.81,66423,5754579,466271,26662.08,26311.76,350.32,0.0,2015
27,1.27,104849.39,80401,7668855,548118,21875.65,21662.0,213.65,0.0,2015
28,1.32,89631.3,85058,5540094,437719,29002.59,28343.14,659.45,0.0,2015
29,1.07,122743.06,65671,9922082,9032,22775.21,22314.99,460.22,0.0,2015
30,1.23,95123.62,92237,7046969,5055,23681.01,23222.49,458.52,0.0,2015
31,1.19,101470.91,68027,7137681,587,29355.13,28761.81,593.32,0.0,2015
32,1.43,109857.47,115055,8195516,9432,26657.44,26285.43,372.01,0.0,2015
33,1.26,120427.91,142043,10200052,18566,16821.3,16535.55,285.75,0.0,2015
34,1.2,59197.67,91987,4549005,21724,12570.51,12201.95,368.56,0.0,2015
35,1.22,49585.46,87565,3584175,8962,12778.44,12076.83,701.61,0.0,2015
36,1.19,49064.73,77415,3394151,4715,14301.92,13602.97,698.95,0.0,2015
37,1.13,48364.29,86427,3037415,215,17104.37,16438.49,665.88,0.0,2015
38,1.16,47362.13,96177,3557766,9376,10728.94,9869.16,755.61,104.17,2015
39,1.02,67799.08,140228,5862322,895,7684.08,7208.49,475.59,0.0,2015
40,1.12,46346.85,214183,3431356,1418,9749.66,9252.6,497.06,0.0,2015
41,1.11,43045.79,212826,3044717,9967,10370.69,9989.59,381.1,0.0,2015
42,1.07,40507.36,79568,3037064,15905,9181.99,8827.55,354.44,0.0,2015
43,0.99,55595.74,62946,4563334,18149,9151.45,8986.06,165.39,0.0,2015
44,1.07,45675.05,108838,3505613,1510,9379.54,9000.16,379.38,0.0,2015
45,1.06,41567.62,98666,3004551,22242,10313.03,9979.87,333.16,0.0,2015
46,0.99,51253.97,135737,3911181,16325,10621.54,10113.1,508.44,0.0,2015
47,0.99,70873.6,13539,600172,17932,9323.18,9170.82,152.36,0.0,2015
48,1.06,45147.5,94138,3319616,16414,10845.82,10103.35,742.47,0.0,2015
49,1.17,44511.28,91414,3154032,13577,11921.05,11651.09,269.96,0.0,2015
50,1.24,41195.08,100285,3164034,12712,8424.77,8036.04,388.73,0.0,2015
51,1.22,40873.28,28195,2828742,499,9716.46,9186.93,529.53,0.0,2015
0,0.99,386100.49,29209736,2735092,2979,66354.31,48605.95,17748.36,0.0,2015
1,1.08,331377.53,25177415,2070245,10306,58797.87,46930.26,11867.61,0.0,2015
